date,pct_up,pedestrian,bike,car,lorry,pedestrian_lft,bike_lft,car_lft,lorry_lft,pedestrian_rgt,bike_rgt,car_rgt,lorry_rgt
2021-04-20T23:00:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-21T00:00:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-21T01:00:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-21T02:00:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-21T03:00:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-21T04:00:00.000Z,0.759444444444444,18.4345281638625,28.9685442574982,258.083394294075,6.58376005852231,0.0,14.4842721287491,101.389904901244,6.58376005852231,18.4345281638625,14.4842721287491,156.693489392831,0.0
2021-04-21T05:00:00.000Z,0.744166666666667,32.2508398656215,79.2833146696529,440.761478163493,6.71892497200448,1.3437849944009,17.4692049272116,170.660694288914,6.71892497200448,30.9070548712206,61.8141097424413,270.10078387458,0.0
2021-04-21T06:00:00.000Z,0.299444444444444,30.0556586270872,130.241187384045,517.625231910946,6.67903525046382,3.33951762523191,33.3951762523191,193.692022263451,6.67903525046382,26.7161410018553,96.8460111317254,323.933209647495,0.0
2021-04-21T07:00:00.000Z,0.641666666666667,4.67532467532468,121.558441558442,221.298701298701,6.23376623376623,0.0,31.1688311688312,134.025974025974,6.23376623376623,4.67532467532468,90.3896103896104,87.2727272727273,0.0
2021-04-21T08:00:00.000Z,0.705555555555556,7.08661417322835,127.55905511811,215.433070866142,2.83464566929134,1.41732283464567,36.8503937007874,103.464566929134,2.83464566929134,5.66929133858268,90.7086614173229,111.968503937008,0.0
2021-04-21T09:00:00.000Z,0.693055555555556,5.77154308617235,113.987975951904,277.034068136273,2.88577154308617,1.44288577154309,21.6432865731463,121.202404809619,2.88577154308617,4.32865731462926,92.3446893787576,155.831663326653,0.0
2021-04-21T10:00:00.000Z,0.678611111111111,7.3679901760131,72.2063037249284,310.929185427752,10.3151862464183,1.47359803520262,13.2623823168236,137.044617273843,10.3151862464183,5.89439214081048,58.9439214081048,173.884568153909,0.0
