Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Conditions
"Ljubljana,Slovenia","01/01/2020",-3.8,5.5,-0.6,-3.1,83.98,,14.4,12.9,158.38,-8.9,0.0,0.0,0.0,14.1,2.0,1036.5,"Mist, Fog",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Clear"
"Ljubljana,Slovenia","01/02/2020",-4.4,2.5,-2.1,-3.9,87.87,,3.6,8.6,160.83,,0.0,0.0,0.0,13.9,4.9,1032.2,"Mist, Fog",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Clear"
"Ljubljana,Slovenia","01/03/2020",-3.6,4.4,-0.3,-2.4,86.51,,3.6,7.8,164.83,,0.0,0.0,0.0,22.4,19.4,1026.8,"Mist, Fog",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Clear"
"Ljubljana,Slovenia","01/04/2020",-1.2,7.6,2.1,-2.1,75.57,,41.4,63.0,172.83,-3.8,0.0,0.0,0.0,36.4,18.3,1026.0,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Clear"
"Ljubljana,Slovenia","01/05/2020",-4.9,7.0,-0.5,-5.3,72.36,,10.1,22.3,88.04,4.6,0.0,0.0,0.0,44.6,1.2,1035.1,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Clear"
"Ljubljana,Slovenia","01/06/2020",-5.8,4.0,-2.1,-6.2,75.17,,5.6,8.7,100.55,-2.8,0.0,0.0,0.0,37.0,2.4,1031.3,"",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Clear"
"Ljubljana,Slovenia","01/07/2020",-5.2,2.5,-1.8,-5.2,78.64,,8.5,7.2,102.25,-9.0,0.0,0.0,0.0,23.6,17.4,1033.1,"Mist, Fog",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Clear"
"Ljubljana,Slovenia","01/08/2020",-3.5,5.0,0.1,-3.6,77.42,,7.2,9.0,154.61,-4.8,0.0,0.0,0.0,16.5,14.5,1032.3,"Mist",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Clear"
"Ljubljana,Slovenia","01/09/2020",-1.9,7.3,1.7,-3.1,71.83,,10.8,18.0,143.79,-3.5,0.0,0.0,0.0,29.6,20.6,1024.9,"Mist",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Clear"
"Ljubljana,Slovenia","01/10/2020",-3.0,9.8,1.9,-1.4,80.7,,14.7,38.8,134.75,-1.6,0.0,0.0,0.0,21.9,6.7,1027.9,"Fog",46.0506,14.5028,"Ljubljana, Slovenija","Ljubljana, Slovenija","","Clear"
