Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Conditions
"Koper,Slovenia","01/01/2019",0.4,9.6,4.7,1.3,80.18,,11.5,16.2,154.88,-2.6,0.0,0.0,,11.4,44.4,1021.1,"Fog, Sky Coverage Decreasing, Sky Coverage Increasing",45.5398,13.7333,"Koper, Slovenija","Koper, Slovenija","","Partially cloudy"
"Koper,Slovenia","01/02/2019",-3.9,10.8,2.3,-8.4,47.29,,16.5,48.5,129.13,-8.1,0.0,0.0,,14.4,5.9,1023.0,"Sky Coverage Increasing",45.5398,13.7333,"Koper, Slovenija","Koper, Slovenija","","Clear"
"Koper,Slovenia","01/03/2019",-1.4,7.6,2.6,-9.5,42.6,,21.0,34.1,147.88,-4.8,0.0,0.0,,14.7,23.3,1028.0,"Sky Coverage Increasing",45.5398,13.7333,"Koper, Slovenija","Koper, Slovenija","","Clear"
"Koper,Slovenia","01/04/2019",-2.6,6.0,1.0,-4.5,68.27,,12.9,16.8,146.42,-7.1,0.0,0.0,,12.2,39.4,1027.3,"Sky Coverage Increasing",45.5398,13.7333,"Koper, Slovenija","Koper, Slovenija","","Partially cloudy"
"Koper,Slovenia","01/05/2019",-2.9,7.6,1.1,-3.2,74.87,,16.2,15.8,110.21,-7.7,0.0,0.0,,11.2,15.1,1019.6,"Sky Coverage Decreasing, Sky Coverage Increasing",45.5398,13.7333,"Koper, Slovenija","Koper, Slovenija","","Clear"
"Koper,Slovenia","01/06/2019",-1.4,9.1,2.5,-1.8,74.45,,18.8,21.5,122.92,-5.5,0.0,0.0,,12.1,24.0,1023.6,"Sky Coverage Increasing, Sky Unchanged",45.5398,13.7333,"Koper, Slovenija","Koper, Slovenija","","Clear"
"Koper,Slovenia","01/07/2019",1.5,6.8,4.1,-0.3,73.38,,11.2,18.0,117.88,-1.8,0.79,4.17,,11.0,67.5,1025.5,"Mist, Light Snow, Light Drizzle, Light Rain, Sky Coverage Increasing, Snow",45.5398,13.7333,"Koper, Slovenija","Koper, Slovenija","","Rain, Partially cloudy"
"Koper,Slovenia","01/08/2019",0.5,7.0,3.8,1.9,87.85,,11.3,15.5,105.83,-2.9,2.2,12.5,0.0,9.1,55.2,1010.2,"Light Snow, Mist, Light Drizzle, Light Drizzle/Rain, Fog, Light Rain",45.5398,13.7333,"Koper, Slovenija","Koper, Slovenija","","Rain, Partially cloudy"
"Koper,Slovenia","01/09/2019",-1.2,7.9,3.3,-1.6,72.03,,11.4,15.1,131.92,-3.7,0.0,0.0,,11.0,44.3,1007.2,"Fog, Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",45.5398,13.7333,"Koper, Slovenija","Koper, Slovenija","","Partially cloudy"
"Koper,Slovenia","01/10/2019",-0.3,9.1,4.4,-5.3,50.34,,16.8,25.6,68.96,-2.3,0.0,0.0,,13.6,35.5,1016.1,"Sky Coverage Increasing",45.5398,13.7333,"Koper, Slovenija","Koper, Slovenija","","Partially cloudy"
