date,pct_up,pedestrian,bike,car,lorry,pedestrian_lft,bike_lft,car_lft,lorry_lft,pedestrian_rgt,bike_rgt,car_rgt,lorry_rgt
2021-05-04T06:00:00.000Z,0.589444444444444,6.78605089538172,27.1442035815269,374.929311969839,27.1442035815269,6.78605089538172,16.9651272384543,144.203581526861,11.875589066918,0.0,10.1790763430726,230.725730442978,15.2686145146089
2021-05-04T07:00:00.000Z,0.650277777777778,1.53780435711235,9.22682614267407,273.729175565998,32.2938914993592,0.0,4.61341307133704,115.335326783426,16.9158479282358,1.53780435711235,4.61341307133704,158.393848782572,15.3780435711234
2021-05-04T08:00:00.000Z,0.633055555555556,3.15928038613427,14.2167617376042,248.00351031154,30.0131636682756,1.57964019306713,6.31856077226854,162.702939885915,3.15928038613427,1.57964019306713,7.89820096533567,85.3005704256253,26.8538832821413
2021-05-04T09:00:00.000Z,0.6425,0.0,15.5642023346304,323.735408560311,34.2412451361868,0.0,10.8949416342412,152.529182879377,10.8949416342412,0.0,4.66926070038911,171.206225680934,23.3463035019455
2021-05-04T10:00:00.000Z,0.676388888888889,1.47843942505133,11.8275154004107,311.950718685832,36.9609856262834,1.47843942505133,5.91375770020534,134.537987679671,17.741273100616,0.0,5.91375770020534,177.41273100616,19.2197125256674
2021-05-04T11:00:00.000Z,0.641111111111111,0.0,7.79896013864818,355.632582322357,29.6360485268631,0.0,0.0,182.495667244367,9.35875216637782,0.0,7.79896013864818,173.13691507799,20.2772963604853
2021-05-04T12:00:00.000Z,0.597222222222222,1.67441860465116,16.7441860465116,361.674418604651,50.2325581395349,1.67441860465116,10.046511627907,174.139534883721,23.4418604651163,0.0,6.69767441860465,187.53488372093,26.7906976744186
2021-05-04T13:00:00.000Z,0.606944444444444,0.0,13.1807780320366,395.423340961099,37.8947368421053,0.0,8.23798627002288,172.997711670481,19.7711670480549,0.0,4.94279176201373,222.425629290618,18.1235697940503
2021-05-04T14:00:00.000Z,0.5925,0.0,35.4430379746835,342.616033755274,43.8818565400844,0.0,13.5021097046414,140.084388185654,16.8776371308017,0.0,21.9409282700422,202.53164556962,27.0042194092827
2021-05-04T15:00:00.000Z,0.491944444444444,0.0,103.670242800678,154.488989271598,178.88198757764,0.0,32.523997741389,71.1462450592885,77.2444946357989,0.0,71.1462450592885,83.3427442123094,101.637492941841
2021-05-04T16:00:00.000Z,0.0933333333333333,0.0,300.0,96.4285714285714,64.2857142857143,0.0,150.0,42.8571428571429,0.0,0.0,150.0,53.5714285714286,64.2857142857143
2021-05-04T17:00:00.000Z,0.611666666666667,1.63487738419619,40.8719346049046,274.659400544959,8.17438692098093,1.63487738419619,13.0790190735695,143.869209809264,1.63487738419619,0.0,27.7929155313351,130.790190735695,6.53950953678474
2021-05-04T18:00:00.000Z,0.2675,0.0,7.47663551401869,201.869158878505,11.214953271028,0.0,0.0,67.2897196261682,0.0,0.0,7.47663551401869,134.579439252336,11.214953271028
2021-05-04T19:00:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04T20:00:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04T21:00:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04T22:00:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04T23:00:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05T00:00:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05T01:00:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05T02:00:00.000Z,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05T03:00:00.000Z,0.206666666666667,0.0,0.0,125.806451612903,9.67741935483871,0.0,0.0,48.3870967741935,0.0,0.0,0.0,77.4193548387097,9.67741935483871
2021-05-05T04:00:00.000Z,0.661666666666667,1.51133501259446,6.04534005037783,188.916876574307,31.7380352644836,1.51133501259446,4.53400503778338,83.1234256926952,13.6020151133501,0.0,1.51133501259446,105.793450881612,18.1360201511335
2021-05-05T05:00:00.000Z,0.635555555555556,0.0,26.7482517482518,405.944055944057,34.6153846153846,0.0,18.8811188811189,180.944055944056,11.013986013986,0.0,7.86713286713287,225.000000000001,23.6013986013986
2021-05-05T06:00:00.000Z,0.613055555555556,3.26234707748074,8.15586769370186,342.546443135478,48.9352061622111,0.0,8.15586769370186,158.223833257816,3.26234707748074,3.26234707748074,0.0,184.322609877662,45.6728590847304
2021-05-05T07:00:00.000Z,0.310555555555556,0.0,9.66010733452594,260.8228980322,74.0608228980322,0.0,0.0,99.8211091234348,9.66010733452594,0.0,9.66010733452594,161.001788908766,64.4007155635063
2021-05-05T08:00:00.000Z,0.607222222222222,1.64684354986276,3.29368709972553,210.795974382434,19.7621225983532,0.0,0.0,130.100640439158,8.23421774931382,1.64684354986276,3.29368709972553,80.6953339432755,11.5279048490393
2021-05-05T09:00:00.000Z,0.664166666666667,0.0,9.03387703889586,258.971141781682,30.1129234629862,0.0,4.51693851944793,124.968632371393,12.0451693851945,0.0,4.51693851944793,134.002509410289,18.0677540777917
2021-05-05T10:00:00.000Z,0.628611111111111,0.0,1.59080866106938,292.708793636765,50.9058771542201,0.0,0.0,152.71763146266,19.0897039328325,0.0,1.59080866106938,139.991162174105,31.8161732213876
2021-05-05T11:00:00.000Z,0.451666666666667,4.4280442804428,8.85608856088561,256.826568265683,44.280442804428,2.2140221402214,2.2140221402214,141.69741697417,15.4981549815498,2.2140221402214,6.64206642066421,115.129151291513,28.7822878228782
2021-05-05T12:00:00.000Z,0.537222222222222,0.0,3.72285418821096,402.068252326785,37.2285418821096,0.0,3.72285418821096,180.558428128232,16.7528438469493,0.0,0.0,221.509824198553,20.4756980351603
2021-05-05T13:00:00.000Z,0.32,0.0,6.25,362.5,40.625,0.0,0.0,181.25,21.875,0.0,6.25,181.25,18.75
2021-05-05T14:00:00.000Z,0.529722222222222,3.77556371263765,9.43890928159413,390.770844257998,58.5212375458836,3.77556371263765,1.88778185631883,175.563712637651,18.8778185631883,0.0,7.5511274252753,215.207131620347,39.6434189826953
2021-05-05T15:00:00.000Z,0.5975,0.0,20.0836820083682,277.824267782426,68.6192468619247,0.0,6.69456066945607,138.912133891213,23.4309623430962,0.0,13.3891213389121,138.912133891213,45.1882845188284
