Address,Date time,Minimum Temperature,Maximum Temperature,Temperature,Dew Point,Relative Humidity,Heat Index,Wind Speed,Wind Gust,Wind Direction,Wind Chill,Precipitation,Precipitation Cover,Snow Depth,Visibility,Cloud Cover,Sea Level Pressure,Weather Type,Latitude,Longitude,Resolved Address,Name,Info,Conditions
"Koper,Slovenia","01/01/2020",-0.5,12.3,4.7,-0.9,68.62,,13.9,37.4,140.29,-4.2,0.0,0.0,,11.1,0.0,1033.0,"Sky Coverage Increasing",45.5398,13.7333,"Koper, Slovenija","Koper, Slovenija","","Clear"
"Koper,Slovenia","01/02/2020",-0.8,11.5,3.9,0.1,77.55,,14.1,7.2,135.29,-4.9,0.0,0.0,,11.2,3.4,1030.7,"Sky Coverage Increasing",45.5398,13.7333,"Koper, Slovenija","Koper, Slovenija","","Clear"
"Koper,Slovenia","01/03/2020",2.1,10.9,5.3,3.2,87.12,,11.0,13.8,144.42,-0.1,0.0,0.0,,8.2,36.1,1025.4,"Mist, Fog",45.5398,13.7333,"Koper, Slovenija","Koper, Slovenija","","Partially cloudy"
"Koper,Slovenia","01/04/2020",0.1,11.8,5.1,-0.5,69.5,,16.5,19.9,163.08,-1.9,0.0,0.0,,12.2,10.2,1024.4,"Sky Coverage Decreasing, Sky Coverage Increasing, Sky Unchanged",45.5398,13.7333,"Koper, Slovenija","Koper, Slovenija","","Clear"
"Koper,Slovenia","01/05/2020",-0.5,12.5,4.7,-3.6,55.89,,13.8,29.9,129.33,-3.9,0.0,0.0,,13.1,27.1,1032.4,"Sky Coverage Increasing",45.5398,13.7333,"Koper, Slovenija","Koper, Slovenija","","Partially cloudy"
"Koper,Slovenia","01/06/2020",-2.8,9.1,1.8,-2.5,75.97,,12.5,17.8,144.83,-7.2,0.0,0.0,,12.0,4.1,1029.6,"Sky Coverage Increasing",45.5398,13.7333,"Koper, Slovenija","Koper, Slovenija","","Clear"
"Koper,Slovenia","01/07/2020",-1.4,9.3,3.2,-1.3,73.45,,12.5,17.4,136.83,-5.2,0.0,0.0,,11.6,15.0,1029.4,"Sky Coverage Increasing",45.5398,13.7333,"Koper, Slovenija","Koper, Slovenija","","Clear"
"Koper,Slovenia","01/08/2020",-0.5,12.3,4.5,0.1,74.88,,14.0,16.8,144.42,-3.9,0.0,0.0,,12.0,24.4,1030.0,"Sky Coverage Increasing",45.5398,13.7333,"Koper, Slovenija","Koper, Slovenija","","Clear"
"Koper,Slovenia","01/09/2020",0.5,11.6,4.9,1.7,80.76,,13.0,14.3,154.08,-3.0,0.0,0.0,,11.3,13.9,1026.1,"Mist, Fog, Sky Coverage Increasing",45.5398,13.7333,"Koper, Slovenija","Koper, Slovenija","","Clear"
"Koper,Slovenia","01/10/2020",-0.4,11.2,4.5,2.2,86.17,,11.2,18.3,155.5,-3.2,0.0,0.0,,9.0,11.6,1026.8,"Mist, Fog, Sky Coverage Increasing",45.5398,13.7333,"Koper, Slovenija","Koper, Slovenija","","Clear"
"Koper,Slovenia","01/11/2020",0.7,16.0,7.1,-0.2,61.93,,15.6,30.7,106.33,-2.4,0.0,0.0,,11.6,4.5,1029.9,"Sky Coverage Increasing",45.5398,13.7333,"Koper, Slovenija","Koper, Slovenija","","Clear"
"Koper,Slovenia","01/12/2020",-0.9,10.3,3.4,-1.0,74.28,,15.0,23.7,163.17,-5.1,0.0,0.0,,12.0,10.3,1027.8,"Sky Coverage Increasing",45.5398,13.7333,"Koper, Slovenija","Koper, Slovenija","","Clear"
