route,label,features,model,MSE_train,MSE_test,max_error_train,max_error_test,R2_train,R2_test,best_params,best_score
Škofije (towards Koper),686-1,['9000001092-1'],knn,1463.2620962641254,1589.9103761986723,171.0,158.0,0.6095164875798768,0.6098882201542549,"{'metric': 'euclidean', 'n_neighbors': 14, 'weights': 'uniform'}",0.6827396264493995
Škofije (towards Koper),686-1,['9000001092-1'],elastic,1599.921198589036,1531.4916055600788,177.28424131406763,153.28997501584462,0.5708541050174828,0.6171346598553172,"{'alpha': 1.0, 'l1_ratio': 0.0}",0.6980641199097015
Škofije (towards Koper),686-1,['9000001092-1'],lasso,1599.9207736935814,1531.4550729073376,177.28814663131507,153.30511122616076,0.5709675933482867,0.6172449381363001,{'alpha': 1.0},0.6980636953676156
Škofije (towards Koper),686-1,['9000001092-1'],ada,1516.1358897661826,1634.6655296588574,168.70454545454547,159.70531400966183,0.5949706242463624,0.5992400310005541,"{'base_estimator': None, 'learning_rate': 0.001, 'n_estimators': 50, 'random_state': 1}",0.6888562523149125
Škofije (towards Koper),686-1,['9000001092-1'],bag,1169.513248710744,1761.8843061975904,146.65599999999998,173.032,0.7037655900339281,0.5860381857041794,"{'base_estimator': KNeighborsRegressor(), 'n_estimators': 50}",0.6656909684605192
Škofije (towards Koper),686-1,['9000001092-1'],gbr,1315.5111256781543,1631.558883113985,167.26080590517702,160.86648583442718,0.647017083842597,0.6067435992527751,"{'learning_rate': 0.1, 'n_estimators': 50}",0.6925840506718457
Škofije (towards Koper),686-1,"['workday', 'weather', 'time_x', 'time_y', '9000001092-1']",krr,538.8570276815503,660.5557045143254,110.39516839404678,124.11222468437336,0.8853959261275939,0.8614214011253554,"{'alpha': 0.01, 'gamma': 0.1, 'kernel': 'chi2'}",0.8600613535041056
Škofije (towards Koper),686-1,"['workday', 'weather', 'time_x', 'time_y', '9000001092-1']",svr,1021.2256452991707,1038.3219463656912,159.2474869946293,127.81699426897319,0.7603767545146475,0.7763276301858968,"{'C': 1000.0, 'gamma': 0.001, 'kernel': 'rbf'}",0.7887695412210964
Škofije (towards Koper),686-1,"['workday', 'weather', 'time_x', 'time_y', '9000001092-1']",rfr,342.1525217871206,747.4971148082236,87.1924405722857,123.06621206916407,0.9275635477689068,0.8433012831125968,{'max_depth': 8},0.84602031455724
Škofije (towards Koper),686-1,"['workday', 'weather', 'time_x', 'time_y', '9000001092-1']",gpr,1158.0158343156772,1116.591089502602,151.8237931728363,122.08274936676025,0.7225453064109735,0.7307262033754691,"{'alpha': 0.01, 'kernel': DotProduct(sigma_0=0.1)}",0.7791412997349909
Škofije (towards Koper),686-1,"['workday', 'weather', 'time_x', 'time_y', '9000001092-1']",bayes,1158.123060508607,1117.6544885648239,152.27015533878932,122.52041548405305,0.721723779692143,0.7300123162078347,"{'alpha_init': 1e-05, 'lambda_init': 100000.0}",0.7789858537331874
Škofije (towards Koper),686-1,"['workday', 'weather', 'time_x', 'time_y', '9000001092-1']",knn,0.0,1131.0075589993576,0.0,148.86448041837883,1.0,0.7405850597364977,"{'metric': 'manhattan', 'n_neighbors': 10, 'weights': 'distance'}",0.7662286954712915
Škofije (towards Koper),686-1,"['workday', 'weather', 'time_x', 'time_y', '9000001092-1']",elastic,1158.03646624875,1117.0320127358668,152.01796867868933,122.27345745998468,0.7221929438165546,0.7304198546403351,"{'alpha': 0.001, 'l1_ratio': 0.0}",0.7790008161562548
Škofije (towards Koper),686-1,"['workday', 'weather', 'time_x', 'time_y', '9000001092-1']",lasso,1158.0179205593543,1116.6636280412454,151.87962090428852,122.12779478430849,0.7224221720739514,0.7306336347216007,{'alpha': 0.01},0.7789927693144963
Škofije (towards Koper),686-1,"['workday', 'weather', 'time_x', 'time_y', '9000001092-1']",ada,901.3286898000152,1105.280486014842,104.80645161290323,90.41434262948206,0.7629266134382905,0.7169867627885584,"{'base_estimator': None, 'learning_rate': 0.1, 'n_estimators': 200, 'random_state': 1}",0.7936367884542943
Škofije (towards Koper),686-1,"['workday', 'weather', 'time_x', 'time_y', '9000001092-1']",bag,113.29305052447057,795.2468139796686,57.275000000000006,116.90499999999997,0.9770114920618893,0.8370060994281033,"{'base_estimator': None, 'n_estimators': 200}",0.8357803510861934
Škofije (towards Koper),686-1,"['workday', 'weather', 'time_x', 'time_y', '9000001092-1']",gbr,489.91076538011356,635.5497035679797,108.5246857521883,118.80325034915705,0.8953169059653432,0.8667690179007008,"{'learning_rate': 0.1, 'n_estimators': 100}",0.8605235040959046
Škofije (towards Trieste),686-2,"['workday', 'weather', 'time_x', 'time_y']",krr,2071.685591137122,2147.5171815745393,230.95941189769655,187.5360084520653,0.5231780795275867,0.4318697133367032,"{'alpha': 1e-05, 'gamma': 0.01, 'kernel': 'chi2'}",0.6586272157184345
Škofije (towards Trieste),686-2,"['workday', 'weather', 'time_x', 'time_y']",svr,2182.47208521717,2252.963837443651,240.89971310296158,194.10018765309968,0.5844655518342444,0.5156441985861662,"{'C': 1000.0, 'gamma': 1.0, 'kernel': 'rbf'}",0.6231624735631408
Škofije (towards Trieste),686-2,"['workday', 'weather', 'time_x', 'time_y']",rfr,2029.4659850179896,2121.306155297122,230.89259293474584,185.11535044891292,0.5431218179759223,0.4620896258909253,{'max_depth': 6},0.6532276777533916
Škofije (towards Trieste),686-2,"['workday', 'weather', 'time_x', 'time_y']",gpr,2040.618884056462,2076.111487063514,228.8621426193297,186.5032519238489,0.5360419385639434,0.4678795010224298,"{'alpha': 0.1, 'kernel': RBF(length_scale=0.1)}",0.6521876045676155
Škofije (towards Trieste),686-2,"['workday', 'weather', 'time_x', 'time_y']",bayes,2831.4916062046113,3031.369436598513,198.26525837653674,187.26525837653674,0.21797248270988367,0.08416416509035374,"{'alpha_init': 1e-05, 'lambda_init': 0.0001}",0.5596791937882569
Škofije (towards Trieste),686-2,"['workday', 'weather', 'time_x', 'time_y']",knn,2088.6786211931285,2131.054542519663,230.0,168.5,0.5341796467854295,0.4681939319143258,"{'metric': 'euclidean', 'n_neighbors': 14, 'weights': 'distance'}",0.6434991381417717
Škofije (towards Trieste),686-2,"['workday', 'weather', 'time_x', 'time_y']",elastic,2831.7761441969974,3032.367003285333,197.97145893507945,186.97145893507945,0.20965710201490728,0.07393882083318493,"{'alpha': 0.01, 'l1_ratio': 0.8}",0.5597104598989276
Škofije (towards Trieste),686-2,"['workday', 'weather', 'time_x', 'time_y']",lasso,2831.71349610998,3030.5642516943753,198.14789582280343,187.14789582280343,0.21363585090855075,0.0788991128252231,{'alpha': 0.1},0.559695580545127
Škofije (towards Trieste),686-2,"['workday', 'weather', 'time_x', 'time_y']",ada,2033.025010351967,2093.8544578313254,237.0,189.39999999999998,0.5537449050802115,0.48463821736706214,"{'base_estimator': KNeighborsRegressor(), 'learning_rate': 0.001, 'n_estimators': 200, 'random_state': 1}",0.6487043383994809
Škofije (towards Trieste),686-2,"['workday', 'weather', 'time_x', 'time_y']",bag,2027.7947099658384,2118.5562330915664,228.33100000000013,186.77300000000008,0.533348399605057,0.45347711957780557,"{'base_estimator': KNeighborsRegressor(), 'n_estimators': 200}",0.6520526441360948
Škofije (towards Trieste),686-2,"['workday', 'weather', 'time_x', 'time_y']",gbr,2079.900468161934,2171.168826502332,230.6240069004868,190.18109680422373,0.49278952468137127,0.39085488100752475,"{'learning_rate': 0.1, 'n_estimators': 50}",0.6586718514507552
Škofije (towards Trieste),686-2,['9000001092-2'],krr,2714.7670104968456,2599.7226443310133,260.3991599687779,231.82713940040958,0.27615167639680716,0.4280511938370808,"{'alpha': 0.001, 'gamma': 1e-05, 'kernel': 'rbf'}",0.5790006818527536
Škofije (towards Trieste),686-2,['9000001092-2'],svr,2817.0714090282877,2826.040822992102,283.89744053690384,257.6103841782211,0.4279933443798166,0.5136068050239395,"{'C': 1000.0, 'gamma': 0.0001, 'kernel': 'rbf'}",0.5639211131476249
Škofije (towards Trieste),686-2,['9000001092-2'],rfr,2566.7461240544903,2734.536927666259,252.68956043055022,236.98794630250507,0.3066501647047929,0.38548416030820165,{'max_depth': 3},0.5660585366734898
Škofije (towards Trieste),686-2,['9000001092-2'],gpr,2732.1916908508497,2672.621590397122,261.3360320496338,233.2035402047102,0.24747814565866944,0.34678500698124404,"{'alpha': 1.0, 'kernel': RBF(length_scale=2.15)}",0.5737730395162453
Škofije (towards Trieste),686-2,['9000001092-2'],bayes,2782.1685034555294,2633.4407493954186,264.84420964598394,234.19705428232112,0.24555535420356378,0.3724192427909945,"{'alpha_init': 1e-05, 'lambda_init': 0.01}",0.5706919625811562
Škofije (towards Trieste),686-2,['9000001092-2'],knn,2516.2081541646758,2931.2653168888573,263.9230769230769,252.15384615384616,0.3596967539737491,0.36191421941726576,"{'metric': 'euclidean', 'n_neighbors': 13, 'weights': 'uniform'}",0.5422132645027653
Škofije (towards Trieste),686-2,['9000001092-2'],elastic,2782.166829825347,2633.6213766236497,264.8799729228115,234.2348820810451,0.24613742997557264,0.37286004971900066,"{'alpha': 1.0, 'l1_ratio': 0.0}",0.570696329606786
Škofije (towards Trieste),686-2,['9000001092-2'],lasso,2782.166648321324,2633.653390911666,264.88628584922884,234.24155943645152,0.2462400770924258,0.3729377787035052,{'alpha': 1.0},0.5706959304762351
Škofije (towards Trieste),686-2,['9000001092-2'],ada,2575.609189305372,2737.5691724490757,256.4927536231884,235.2,0.2925517832190826,0.38194270263443886,"{'base_estimator': None, 'learning_rate': 0.01, 'n_estimators': 50, 'random_state': 1}",0.5618799598058775
Škofije (towards Trieste),686-2,['9000001092-2'],bag,2065.847113768116,3087.3654363662654,240.43400000000003,259.57800000000003,0.48842955463864834,0.33781925290570414,"{'base_estimator': KNeighborsRegressor(), 'n_estimators': 100}",0.5157924417101664
Škofije (towards Trieste),686-2,['9000001092-2'],gbr,2541.4044674562983,2662.5956773139283,209.34028157712228,228.0449130202028,0.10243357742788606,0.23049071764446738,"{'learning_rate': 0.01, 'n_estimators': 200}",0.5538019144721746
Škofije (towards Trieste),686-2,"['workday', 'weather', 'time_x', 'time_y', '9000001092-2']",krr,662.9403171016295,618.4116350072176,156.82634995042463,104.83510265615769,0.8849367672233306,0.8924805801714105,"{'alpha': 0.0001, 'gamma': 0.01, 'kernel': 'chi2'}",0.8736098197629042
Škofije (towards Trieste),686-2,"['workday', 'weather', 'time_x', 'time_y', '9000001092-2']",svr,934.6983475510484,1126.2202274054132,206.86218296949204,209.25106319681475,0.8277954034921472,0.7916916070839323,"{'C': 1000.0, 'gamma': 0.01, 'kernel': 'rbf'}",0.7971451573108985
Škofije (towards Trieste),686-2,"['workday', 'weather', 'time_x', 'time_y', '9000001092-2']",rfr,252.54850248367714,630.5682216168437,105.65741221080904,111.50092711515532,0.9570534774702384,0.8879594487540656,{'max_depth': 9},0.8705139336104384
Škofije (towards Trieste),686-2,"['workday', 'weather', 'time_x', 'time_y', '9000001092-2']",gpr,1205.342083894677,1075.1202459910564,176.73416590690613,145.05362713336945,0.7712945111212746,0.7911939513159603,"{'alpha': 0.001, 'kernel': DotProduct(sigma_0=2.15)}",0.8120998812169414
Škofije (towards Trieste),686-2,"['workday', 'weather', 'time_x', 'time_y', '9000001092-2']",bayes,1205.381375172762,1075.1944468086651,177.12884030699723,145.45623811767655,0.77074337443818,0.7907599005753657,"{'alpha_init': 1e-05, 'lambda_init': 0.1}",0.8116380842983251
Škofije (towards Trieste),686-2,"['workday', 'weather', 'time_x', 'time_y', '9000001092-2']",knn,0.0,1648.7805456656122,0.0,251.85911631596184,1.0,0.7162780165431473,"{'metric': 'manhattan', 'n_neighbors': 4, 'weights': 'distance'}",0.7258573287197599
Škofije (towards Trieste),686-2,"['workday', 'weather', 'time_x', 'time_y', '9000001092-2']",elastic,1205.6483511111264,1075.5137605735435,177.8325800517259,146.17408369991057,0.769726494148609,0.7899533050657153,"{'alpha': 0.01, 'l1_ratio': 0.7000000000000001}",0.8116580376922629
Škofije (towards Trieste),686-2,"['workday', 'weather', 'time_x', 'time_y', '9000001092-2']",lasso,1205.3450834431205,1075.1045645626514,176.8235112813232,145.14488311099154,0.7711716786743634,0.7910988761026223,{'alpha': 0.01},0.8116106627352874
Škofije (towards Trieste),686-2,"['workday', 'weather', 'time_x', 'time_y', '9000001092-2']",ada,1130.5752958146256,1086.8571649316032,125.75925925925924,112.88435374149662,0.7028564610496209,0.6879129830217934,"{'base_estimator': None, 'learning_rate': 0.1, 'n_estimators': 100, 'random_state': 1}",0.7983050773239554
Škofije (towards Trieste),686-2,"['workday', 'weather', 'time_x', 'time_y', '9000001092-2']",bag,129.40237800782148,688.9752791432396,67.82,102.39999999999998,0.9785540315573732,0.8784208501447156,"{'base_estimator': None, 'n_estimators': 50}",0.8634338282077285
Škofije (towards Trieste),686-2,"['workday', 'weather', 'time_x', 'time_y', '9000001092-2']",gbr,572.4953664998246,615.5911350152517,129.8677127944054,92.3039603241026,0.8989611635968235,0.8899255745507674,"{'learning_rate': 0.1, 'n_estimators': 100}",0.868457888105031
