route,label,features,model,MSE_train,MSE_test,max_error_train,max_error_test,R2_train,R2_test,best_params,best_score
Ižanska (to centre),1040-236-2,"['workday', 'weather', 'time_x', 'time_y', '9000001506-2']",bag,219.43094476150034,1575.183151071605,84.36000000000001,191.64,0.958068061137119,0.692839652650306,"{'base_estimator': None, 'n_estimators': 50}",0.7085034328352323
Ižanska (to centre),1040-236-2,"['workday', 'weather', 'time_x', 'time_y', '9000001506-2']",gbr,960.1713492138442,1332.173209214136,120.27448011209776,212.5883832999633,0.7825306442502635,0.695732583895748,"{'learning_rate': 0.1, 'n_estimators': 50}",0.7449089265550437
Ižanska (to centre),1040-236-2,"['9000000820-2', '9000001506-2']",krr,1241.2925060935468,1858.6112080790522,221.30080886557698,182.0832656668499,0.73622860966023,0.577595534043742,"{'alpha': 0.0001, 'gamma': 1e-05, 'kernel': 'rbf'}",0.7658938418114839
Ižanska (to centre),1040-236-2,"['9000000820-2', '9000001506-2']",svr,1302.4623668754923,2073.3959605720047,244.44903339287183,206.03607620333145,0.7461435084643515,0.5785205639371622,"{'C': 100.0, 'gamma': 0.0001, 'kernel': 'rbf'}",0.7524736953767514
Ižanska (to centre),1040-236-2,"['9000000820-2', '9000001506-2']",rfr,987.1221535825156,1924.72983069761,145.63197556840316,198.3263521142313,0.7898946079550061,0.5784576562127577,{'max_depth': 5},0.7379262926781418
Ižanska (to centre),1040-236-2,"['9000000820-2', '9000001506-2']",gpr,1252.2067539866266,1862.8989555845812,222.81299227399904,183.91513430784107,0.7298029187318033,0.5709951611562065,"{'alpha': 0.1, 'kernel': RBF(length_scale=0.1)}",0.7591751785294321
Ižanska (to centre),1040-236-2,"['9000000820-2', '9000001506-2']",bayes,1399.9386904014732,1959.8629483326986,218.9992208427002,182.03097729328817,0.692574379043596,0.5360924712283033,"{'alpha_init': 1e-05, 'lambda_init': 1e-05}",0.741567530333939
Ižanska (to centre),1040-236-2,"['9000000820-2', '9000001506-2']",knn,1174.3153821656051,1965.9864814814819,172.9,192.4,0.737796617146081,0.544696987266343,"{'metric': 'euclidean', 'n_neighbors': 10, 'weights': 'uniform'}",0.7405413994294279
Ižanska (to centre),1040-236-2,"['9000000820-2', '9000001506-2']",elastic,1403.1688283322846,1953.3412353339436,217.03778647638353,179.60676403943899,0.6775296873792078,0.5160790460229205,"{'alpha': 100.0, 'l1_ratio': 0.9}",0.7418818384402821
Ižanska (to centre),1040-236-2,"['9000000820-2', '9000001506-2']",lasso,1403.7031730759454,1951.6781521104165,217.0053896286251,179.35731698022892,0.6774265041195685,0.5165061104764469,{'alpha': 100.0},0.7419993303179873
Ižanska (to centre),1040-236-2,"['9000000820-2', '9000001506-2']",ada,1300.1823083400723,1991.1328843146277,206.5873015873016,187.83333333333331,0.7070387734107293,0.5291953905558837,"{'base_estimator': None, 'learning_rate': 0.001, 'n_estimators': 50, 'random_state': 1}",0.7311242360600186
Ižanska (to centre),1040-236-2,"['9000000820-2', '9000001506-2']",bag,974.940750522293,2043.544561511111,164.42199999999997,203.80799999999996,0.7917885373343629,0.5509027740570569,"{'base_estimator': KNeighborsRegressor(), 'n_estimators': 100}",0.7348889542721523
Ižanska (to centre),1040-236-2,"['9000000820-2', '9000001506-2']",gbr,932.1555936354423,1988.3382365095783,155.0469023824653,208.5514262720336,0.7971271598518118,0.5644774971161195,"{'learning_rate': 0.1, 'n_estimators': 50}",0.7371598231201877
Ižanska (to centre),1040-236-2,"['workday', 'weather', 'time_x', 'time_y', '9000000820-2', '9000001506-2']",krr,564.0569094833187,774.3628727551287,106.32166574709117,115.93767975922674,0.8944463413135543,0.8462821271978701,"{'alpha': 1e-05, 'gamma': 0.001, 'kernel': 'chi2'}",0.8689624687005878
Ižanska (to centre),1040-236-2,"['workday', 'weather', 'time_x', 'time_y', '9000000820-2', '9000001506-2']",svr,1145.3700698187222,1864.043119237302,233.42910881258422,198.80269935608158,0.7803175150843049,0.6202295220655596,"{'C': 1000.0, 'gamma': 0.0001, 'kernel': 'rbf'}",0.7716466837119267
Ižanska (to centre),1040-236-2,"['workday', 'weather', 'time_x', 'time_y', '9000000820-2', '9000001506-2']",rfr,326.95508685284847,772.9631691388961,65.5448671963515,112.69311490233298,0.938312525207637,0.8450753176528919,{'max_depth': 8},0.8461627999206304
Ižanska (to centre),1040-236-2,"['workday', 'weather', 'time_x', 'time_y', '9000000820-2', '9000001506-2']",gpr,1123.4668699616839,1624.2793619791667,187.53125,159.25,0.767833499465661,0.6337978642513404,"{'alpha': 0.01, 'kernel': DotProduct(sigma_0=10)}",0.7930221699474342
Ižanska (to centre),1040-236-2,"['workday', 'weather', 'time_x', 'time_y', '9000000820-2', '9000001506-2']",bayes,1123.8408055710759,1628.5271575017694,189.1024222117532,160.63220434989543,0.7667352685816708,0.6307428987290371,"{'alpha_init': 0.0001, 'lambda_init': 1e-05}",0.7928894476441284
Ižanska (to centre),1040-236-2,"['workday', 'weather', 'time_x', 'time_y', '9000000820-2', '9000001506-2']",knn,1182.5652947484728,1902.026927437642,194.64285714285714,186.07142857142858,0.7236454360885554,0.5489987437704184,"{'metric': 'manhattan', 'n_neighbors': 14, 'weights': 'uniform'}",0.7507887661481426
Ižanska (to centre),1040-236-2,"['workday', 'weather', 'time_x', 'time_y', '9000000820-2', '9000001506-2']",elastic,1123.3713229152866,1625.5877181341402,188.0630640211791,159.90328280630905,0.7677514611229412,0.6329140339883341,"{'alpha': 0.001, 'l1_ratio': 0.0}",0.7929989468204688
Ižanska (to centre),1040-236-2,"['workday', 'weather', 'time_x', 'time_y', '9000000820-2', '9000001506-2']",lasso,1123.5825394731928,1624.8072319611265,188.58400387325563,160.0918370209397,0.767269946875728,0.632736804274929,{'alpha': 0.1},0.7930658585465173
Ižanska (to centre),1040-236-2,"['workday', 'weather', 'time_x', 'time_y', '9000000820-2', '9000001506-2']",ada,820.1747937401891,1109.5943826187427,79.86666666666667,141.61538461538464,0.8022658250179485,0.7147340178746169,"{'base_estimator': None, 'learning_rate': 0.1, 'n_estimators': 200, 'random_state': 1}",0.8119714400308823
Ižanska (to centre),1040-236-2,"['workday', 'weather', 'time_x', 'time_y', '9000000820-2', '9000001506-2']",bag,114.2104525477707,818.5983192592593,53.22000000000003,115.62,0.9792759450160041,0.8393295343415569,"{'base_estimator': None, 'n_estimators': 100}",0.8432216917644425
Ižanska (to centre),1040-236-2,"['workday', 'weather', 'time_x', 'time_y', '9000000820-2', '9000001506-2']",gbr,372.5334270700321,818.9415016982581,87.373205200222,111.53199463402098,0.9304891241461682,0.8376675493226783,"{'learning_rate': 0.1, 'n_estimators': 100}",0.8592710748095156
Slovenska (from centre),1026-136-1,"['workday', 'weather', 'time_x', 'time_y']",krr,1271.684234529208,1345.1981665173814,181.44255597902065,179.44255597902065,0.6195835684320213,0.5731394659225227,"{'alpha': 0.01, 'gamma': 1.0, 'kernel': 'rbf'}",0.7084099354684923
Slovenska (from centre),1026-136-1,"['workday', 'weather', 'time_x', 'time_y']",svr,1330.2174020004875,1317.3883096431498,185.4099636414139,170.0998515574265,0.6262302274282796,0.6007750117734239,"{'C': 1000.0, 'gamma': 1.0, 'kernel': 'rbf'}",0.6934504477927794
Slovenska (from centre),1026-136-1,"['workday', 'weather', 'time_x', 'time_y']",rfr,1263.751265131816,1372.4886470036913,185.6221542447687,183.6221542447687,0.6233071895019209,0.5662396328005246,{'max_depth': 6},0.7060136785122912
Slovenska (from centre),1026-136-1,"['workday', 'weather', 'time_x', 'time_y']",gpr,1261.6016140373772,1351.3884568259314,184.10548808253077,182.10548808253077,0.6237614601775425,0.5738754825190575,"{'alpha': 0.1, 'kernel': RBF(length_scale=0.464)}",0.7068037035688672
Slovenska (from centre),1026-136-1,"['workday', 'weather', 'time_x', 'time_y']",bayes,1862.3473533551216,1614.5718146408217,154.6339381705596,138.9917336332403,0.3227938738409821,0.3726400942199475,"{'alpha_init': 1e-05, 'lambda_init': 10000.0}",0.5900066049491135
Slovenska (from centre),1026-136-1,"['workday', 'weather', 'time_x', 'time_y']",knn,1303.4597161733798,1486.7673153968485,192.84615384615387,190.84615384615387,0.6238107498480893,0.5557462266407828,"{'metric': 'euclidean', 'n_neighbors': 13, 'weights': 'distance'}",0.7009872671397066
Slovenska (from centre),1026-136-1,"['workday', 'weather', 'time_x', 'time_y']",elastic,1862.5762328702986,1615.2623918257125,154.9559494491803,138.8474194087382,0.31429437525392767,0.3641347931187495,"{'alpha': 0.01, 'l1_ratio': 0.8}",0.5900387041507805
Slovenska (from centre),1026-136-1,"['workday', 'weather', 'time_x', 'time_y']",lasso,1862.5785114256296,1615.8386560967049,154.79844142050564,139.48865171853322,0.31684504232746946,0.3662150213744497,{'alpha': 0.1},0.5899916824978926
Slovenska (from centre),1026-136-1,"['workday', 'weather', 'time_x', 'time_y']",ada,1261.578684884714,1407.1627091633466,189.39999999999998,187.39999999999998,0.6252836193564643,0.5636924672864674,"{'base_estimator': KNeighborsRegressor(), 'learning_rate': 0.01, 'n_estimators': 100, 'random_state': 1}",0.7055595443094804
Slovenska (from centre),1026-136-1,"['workday', 'weather', 'time_x', 'time_y']",bag,1259.9539170512385,1368.6344209840643,185.9550000000001,183.9550000000001,0.6273319195217687,0.5706349589571349,"{'base_estimator': KNeighborsRegressor(), 'n_estimators': 200}",0.7064417541068214
Slovenska (from centre),1026-136-1,"['workday', 'weather', 'time_x', 'time_y']",gbr,1276.663638240984,1344.3519066896538,181.3167077461861,179.3167077461861,0.5972325796345077,0.553084766235528,"{'learning_rate': 0.1, 'n_estimators': 50}",0.7091111558056301
Slovenska (from centre),1026-136-1,['9000000619-1'],krr,608.823371032299,598.6886253273948,129.21389686179896,118.10606349726217,0.8480676827437018,0.8427727291961316,"{'alpha': 0.1, 'gamma': 0.01, 'kernel': 'chi2'}",0.8646752613770822
Slovenska (from centre),1026-136-1,['9000000619-1'],svr,616.3171139353556,604.8543243256378,130.95887517469518,124.02104641483518,0.853689106052078,0.8483814737864414,"{'C': 100.0, 'gamma': 0.0001, 'kernel': 'rbf'}",0.863026568178657
Slovenska (from centre),1026-136-1,['9000000619-1'],rfr,563.6222988771146,612.4986391918211,125.08627010387534,116.80197721110584,0.8597869297197827,0.8417606477060559,{'max_depth': 4},0.8593706644865969
Slovenska (from centre),1026-136-1,['9000000619-1'],gpr,606.9585021418875,597.9028328429531,128.31164787334043,118.78415555226275,0.848545304728266,0.8428675389718101,"{'alpha': 0.1, 'kernel': RBF(length_scale=2.15)}",0.8639577329444912
Slovenska (from centre),1026-136-1,['9000000619-1'],bayes,634.541669399816,606.4691193936485,132.17619492565652,115.21042158357116,0.8409466762160649,0.833518700470226,"{'alpha_init': 1e-05, 'lambda_init': 0.01}",0.8604850274498583
Slovenska (from centre),1026-136-1,['9000000619-1'],knn,574.510073320229,626.3572927226007,122.0,117.23076923076923,0.8577571970579683,0.8363852483850889,"{'metric': 'euclidean', 'n_neighbors': 13, 'weights': 'uniform'}",0.853245577524271
Slovenska (from centre),1026-136-1,['9000000619-1'],elastic,634.5711103501462,606.6454105870788,132.35176198464643,115.02155326545619,0.8401140670160805,0.8326063271769073,"{'alpha': 10.0, 'l1_ratio': 0.0}",0.8604892583632837
Slovenska (from centre),1026-136-1,['9000000619-1'],lasso,634.5688656116797,606.6372563677014,132.3445954573162,115.02926274109117,0.840148443382273,0.8326439752789689,{'alpha': 10.0},0.8604879417057718
Slovenska (from centre),1026-136-1,['9000000619-1'],ada,602.0387406055812,632.0915876138921,121.85217391304349,108.76646706586827,0.8459839361784036,0.8298894975417663,"{'base_estimator': None, 'learning_rate': 0.01, 'n_estimators': 200, 'random_state': 1}",0.8511184647475456
Slovenska (from centre),1026-136-1,['9000000619-1'],bag,460.950414701964,682.6216159043826,105.512,119.572,0.8878979499475012,0.8270925253140117,"{'base_estimator': KNeighborsRegressor(), 'n_estimators': 50}",0.8427154955946037
Slovenska (from centre),1026-136-1,['9000000619-1'],gbr,514.6860027127648,611.4772519646643,102.26561055493892,115.66623366708279,0.8695872188019798,0.8386350545366211,"{'learning_rate': 0.1, 'n_estimators': 50}",0.8567798606425965
Slovenska (from centre),1026-136-1,"['workday', 'weather', 'time_x', 'time_y', '9000000619-1']",krr,426.2279059594895,425.5574622734632,114.76520464288842,98.3009022446713,0.8979371349967138,0.8921271890680939,"{'alpha': 0.001, 'gamma': 0.01, 'kernel': 'chi2'}",0.896048526327491
Slovenska (from centre),1026-136-1,"['workday', 'weather', 'time_x', 'time_y', '9000000619-1']",svr,500.7847199081159,485.46503665176164,124.8842193908045,110.2022213328018,0.8791707042341108,0.8779468246968319,"{'C': 1000.0, 'gamma': 0.001, 'kernel': 'rbf'}",0.8788022579801638
Slovenska (from centre),1026-136-1,"['workday', 'weather', 'time_x', 'time_y', '9000000619-1']",rfr,358.18869263211525,472.0140834751904,110.05967396139386,103.35514930645863,0.9136866737717576,0.8812382745582708,{'max_depth': 6},0.8829196382720987
Slovenska (from centre),1026-136-1,"['workday', 'weather', 'time_x', 'time_y', '9000000619-1']",gpr,529.749134557234,495.8924643699887,131.64771270751953,104.12644863128662,0.8706466954174923,0.8700261567319979,"{'alpha': 0.0001, 'kernel': DotProduct(sigma_0=10)}",0.8825186611725254
Slovenska (from centre),1026-136-1,"['workday', 'weather', 'time_x', 'time_y', '9000000619-1']",bayes,529.8011593889108,495.98060921778114,131.6682924637014,104.34584688324688,0.8704904346858003,0.8697859474025451,"{'alpha_init': 0.1, 'lambda_init': 1e-05}",0.882234734112551
Slovenska (from centre),1026-136-1,"['workday', 'weather', 'time_x', 'time_y', '9000000619-1']",knn,516.8869120106722,558.2717650109621,119.61538461538461,105.46153846153845,0.8747234869417255,0.8575340703222648,"{'metric': 'manhattan', 'n_neighbors': 13, 'weights': 'uniform'}",0.8621657182606874
Slovenska (from centre),1026-136-1,"['workday', 'weather', 'time_x', 'time_y', '9000000619-1']",elastic,529.7596455255044,495.91942193411984,131.65703171310972,104.2260060324447,0.8705787272259343,0.8699203369942599,"{'alpha': 0.001, 'l1_ratio': 0.0}",0.8822375231115238
Slovenska (from centre),1026-136-1,"['workday', 'weather', 'time_x', 'time_y', '9000000619-1']",lasso,529.7524622915494,496.00143342157975,131.64490092489905,104.20042037821395,0.8706095399778643,0.8699465472164318,{'alpha': 0.01},0.8822321222875541
Slovenska (from centre),1026-136-1,"['workday', 'weather', 'time_x', 'time_y', '9000000619-1']",ada,578.247888350434,631.4752676829221,81.6740740740741,102.33636363636364,0.8525948353318709,0.8353568065473895,"{'base_estimator': None, 'learning_rate': 0.1, 'n_estimators': 200, 'random_state': 1}",0.8534806250337562
Slovenska (from centre),1026-136-1,"['workday', 'weather', 'time_x', 'time_y', '9000000619-1']",bag,79.40995025485695,513.7456541078186,49.370000000000005,105.78999999999999,0.9818118108251618,0.8781050765957269,"{'base_estimator': None, 'n_estimators': 200}",0.8715112815212684
Slovenska (from centre),1026-136-1,"['workday', 'weather', 'time_x', 'time_y', '9000000619-1']",gbr,393.9497958854456,451.5872190921702,118.51513777062635,102.82145922396438,0.9029473772342063,0.8848494350654064,"{'learning_rate': 0.1, 'n_estimators': 50}",0.886935900765247
Slovenska (to centre),1025-116-1,"['workday', 'weather', 'time_x', 'time_y']",krr,1414.3763144180725,1586.4060270528385,196.185570598529,237.17097263729738,0.4415443996140176,0.35795878806792936,"{'alpha': 0.01, 'gamma': 1.0, 'kernel': 'rbf'}",0.605533021438496
Slovenska (to centre),1025-116-1,"['workday', 'weather', 'time_x', 'time_y']",svr,1555.319144632623,1713.2141828827073,181.10010508223786,180.09987592643628,0.25410742554194754,0.11649608113256471,"{'C': 10.0, 'gamma': 10.0, 'kernel': 'rbf'}",0.5752174518313451
Slovenska (to centre),1025-116-1,"['workday', 'weather', 'time_x', 'time_y']",rfr,1405.2107422247245,1639.2445234549457,189.98460182409733,253.4887902257949,0.45115049935996354,0.35194644980930134,{'max_depth': 5},0.601402433807721
Slovenska (to centre),1025-116-1,"['workday', 'weather', 'time_x', 'time_y']",gpr,1399.7796205869613,1627.0504727796558,191.17073023089506,247.55949417384272,0.45212977933551934,0.3542692292505155,"{'alpha': 0.1, 'kernel': RBF(length_scale=0.464)}",0.5973993780161618
Slovenska (to centre),1025-116-1,"['workday', 'weather', 'time_x', 'time_y']",bayes,2033.5272903900343,2147.486009392772,178.5521832074006,175.5521832074006,-0.057672365179640694,-0.12158056363788128,"{'alpha_init': 1e-05, 'lambda_init': 1e-05}",0.48090682238866017
Slovenska (to centre),1025-116-1,"['workday', 'weather', 'time_x', 'time_y']",knn,1436.1905023631587,1722.8453137677227,184.41666666666666,270.4166666666667,0.4664953947365793,0.36661215267578917,"{'metric': 'euclidean', 'n_neighbors': 12, 'weights': 'distance'}",0.5863441018320378
Slovenska (to centre),1025-116-1,"['workday', 'weather', 'time_x', 'time_y']",elastic,2033.9048462986982,2147.149494969946,178.9693304959453,175.9693304959453,-0.08089675237058502,-0.14593608923348378,"{'alpha': 0.01, 'l1_ratio': 0.7000000000000001}",0.48099288813563457
Slovenska (to centre),1025-116-1,"['workday', 'weather', 'time_x', 'time_y']",lasso,2033.7206717895087,2146.704329419563,179.20122947911682,176.20122947911682,-0.06434831117534046,-0.12857187920390656,{'alpha': 0.1},0.481223305572332
Slovenska (to centre),1025-116-1,"['workday', 'weather', 'time_x', 'time_y']",ada,1399.82125,1655.0144881889764,189.6,251.39999999999998,0.44821986050446727,0.3421576030730865,"{'base_estimator': KNeighborsRegressor(), 'learning_rate': 0.01, 'n_estimators': 200, 'random_state': 1}",0.597820974774438
Slovenska (to centre),1025-116-1,"['workday', 'weather', 'time_x', 'time_y']",bag,1397.3973646826616,1657.1277745093716,189.08477463954824,255.14986834825305,0.4584569120475328,0.351797440991385,"{'base_estimator': None, 'n_estimators': 100}",0.5969333278218951
Slovenska (to centre),1025-116-1,"['workday', 'weather', 'time_x', 'time_y']",gbr,1415.0840510846097,1600.4697695407392,190.3579460749894,238.7930307935453,0.41715739016546205,0.3208271547421473,"{'learning_rate': 0.1, 'n_estimators': 50}",0.6078442164017781
Slovenska (to centre),1025-116-1,['9000000619-2'],krr,1364.4007236027587,1513.7597394987981,231.62425017170608,299.50145293492824,0.47552329742034594,0.36376956636939317,"{'alpha': 0.001, 'gamma': 0.01, 'kernel': 'chi2'}",0.6526398184893104
Slovenska (to centre),1025-116-1,['9000000619-2'],svr,1507.5147727965534,1644.0136006634696,259.70126653202186,323.7289649117903,0.538440174400056,0.45966650280356514,"{'C': 100.0, 'gamma': 0.001, 'kernel': 'rbf'}",0.6175702200997412
Slovenska (to centre),1025-116-1,['9000000619-2'],rfr,1307.947376967327,1651.3984181058895,214.25678752784546,324.5667596312781,0.4833455054662963,0.3352932705142593,{'max_depth': 3},0.6436245649278837
Slovenska (to centre),1025-116-1,['9000000619-2'],gpr,1391.4655713260179,1508.1513519483904,235.55142786607115,299.82212470387185,0.44384277598960586,0.3449517121728656,"{'alpha': 1.0, 'kernel': RBF(length_scale=10)}",0.6464800089093509
Slovenska (to centre),1025-116-1,['9000000619-2'],bayes,1408.1342138942052,1530.0014424589683,232.19084614185724,295.9319731069986,0.4498147008857788,0.35433842883331534,"{'alpha_init': 1e-05, 'lambda_init': 0.01}",0.6445508839592072
Slovenska (to centre),1025-116-1,['9000000619-2'],knn,1253.7961278586276,1674.881074407119,217.84615384615384,297.15384615384613,0.531548203648661,0.3418626926140945,"{'metric': 'euclidean', 'n_neighbors': 13, 'weights': 'uniform'}",0.6307431457037604
Slovenska (to centre),1025-116-1,['9000000619-2'],elastic,1408.1730389024851,1530.3355555035203,231.84883481428602,295.5804840292903,0.44597494863574905,0.34970829599412656,"{'alpha': 10.0, 'l1_ratio': 0.0}",0.6445548232262289
Slovenska (to centre),1025-116-1,['9000000619-2'],lasso,1408.1730216274127,1530.3354653051192,231.84891992948457,295.5805715031844,0.4459759121984823,0.34970945733495684,{'alpha': 10.0},0.6445524511371392
Slovenska (to centre),1025-116-1,['9000000619-2'],ada,1337.9402597735623,1703.551434692885,227.5909090909091,325.1111111111111,0.48293277467491214,0.3328191259955331,"{'base_estimator': None, 'learning_rate': 0.001, 'n_estimators': 100, 'random_state': 1}",0.6402294731894081
Slovenska (to centre),1025-116-1,['9000000619-2'],bag,1024.1184479594592,1830.4074172283465,198.03200000000004,321.276,0.6315456297873767,0.30481219800244475,"{'base_estimator': KNeighborsRegressor(), 'n_estimators': 50}",0.6041125093234199
Slovenska (to centre),1025-116-1,['9000000619-2'],gbr,1073.7179366195446,1641.3733715800427,164.5851741251596,319.39617777836963,0.5870004283271835,0.3450371217836511,"{'learning_rate': 0.1, 'n_estimators': 50}",0.6429693209082359
Slovenska (to centre),1025-116-1,"['workday', 'weather', 'time_x', 'time_y', '9000000619-2']",krr,692.3773159748259,911.3733670226194,139.91606820956804,202.5964806274278,0.7852339524088687,0.7055972212628125,"{'alpha': 0.001, 'gamma': 0.01, 'kernel': 'chi2'}",0.8016104366351305
Slovenska (to centre),1025-116-1,"['workday', 'weather', 'time_x', 'time_y', '9000000619-2']",svr,830.3246880505404,1140.4929731517666,183.98270398641478,270.09322755108855,0.7366535359425177,0.633612410654619,"{'C': 1000.0, 'gamma': 0.01, 'kernel': 'rbf'}",0.7333696419388636
Slovenska (to centre),1025-116-1,"['workday', 'weather', 'time_x', 'time_y', '9000000619-2']",rfr,446.54166488584667,926.8114703524675,93.76633203029863,205.71611025339797,0.8646993311300554,0.7020245332416424,{'max_depth': 7},0.7923838285249662
Slovenska (to centre),1025-116-1,"['workday', 'weather', 'time_x', 'time_y', '9000000619-2']",gpr,983.5396299619932,1197.5151636318897,177.125,235.75,0.6709219453998938,0.5874771864031436,"{'alpha': 0.01, 'kernel': DotProduct(sigma_0=0.1)}",0.7512416832168817
Slovenska (to centre),1025-116-1,"['workday', 'weather', 'time_x', 'time_y', '9000000619-2']",bayes,981.3942909253817,1194.621577477528,176.519183313034,236.2080282820587,0.6707020768650909,0.5874730112343287,"{'alpha_init': 1.0, 'lambda_init': 1e-05}",0.7510601085791392
Slovenska (to centre),1025-116-1,"['workday', 'weather', 'time_x', 'time_y', '9000000619-2']",knn,0.29940878378378377,1388.293339679408,11.0,284.6349977407242,0.9999245744960065,0.5275665453934895,"{'metric': 'manhattan', 'n_neighbors': 8, 'weights': 'distance'}",0.7174570775325746
Slovenska (to centre),1025-116-1,"['workday', 'weather', 'time_x', 'time_y', '9000000619-2']",elastic,981.4785189590054,1194.237397421192,176.91828987341927,236.65580552375164,0.6700709836686068,0.5867402847576229,"{'alpha': 0.01, 'l1_ratio': 0.7000000000000001}",0.7510747551770798
Slovenska (to centre),1025-116-1,"['workday', 'weather', 'time_x', 'time_y', '9000000619-2']",lasso,981.3479882444741,1195.083637588497,176.02824681943815,235.69276952075074,0.6714481198390638,0.588361665630495,{'alpha': 0.01},0.7510406765863962
Slovenska (to centre),1025-116-1,"['workday', 'weather', 'time_x', 'time_y', '9000000619-2']",ada,896.8968702804104,1096.4373991192076,115.02547770700636,194.7018970189702,0.6755368148598104,0.5878310262674832,"{'base_estimator': None, 'learning_rate': 0.1, 'n_estimators': 50, 'random_state': 1}",0.7508281288237129
Slovenska (to centre),1025-116-1,"['workday', 'weather', 'time_x', 'time_y', '9000000619-2']",bag,113.72791164099164,1047.9257777108749,54.974999999999994,211.755,0.968358097008837,0.6774502346005011,"{'base_estimator': None, 'n_estimators': 200}",0.7737529362313327
Slovenska (to centre),1025-116-1,"['workday', 'weather', 'time_x', 'time_y', '9000000619-2']",gbr,523.4626560131297,942.3124090399574,126.68228069054166,203.33244912483354,0.840189246222679,0.7022820080824028,"{'learning_rate': 0.1, 'n_estimators': 100}",0.7991589255950786
Škofije (towards Koper),686-1,"['workday', 'weather', 'time_x', 'time_y']",krr,2274.190636787893,2616.9479293581917,248.17246655538474,290.8445644442181,0.24064959533963126,0.06760992175215264,"{'alpha': 0.01, 'gamma': 1.0, 'kernel': 'rbf'}",0.538222628655115
Škofije (towards Koper),686-1,"['workday', 'weather', 'time_x', 'time_y']",svr,2413.9121243956956,2804.2419672053566,256.10013116385164,290.8999443423072,0.20786354590816358,-0.01945865355611609,"{'C': 1000.0, 'gamma': 1.0, 'kernel': 'rbf'}",0.5200789325811339
Škofije (towards Koper),686-1,"['workday', 'weather', 'time_x', 'time_y']",rfr,2217.289098375422,2693.23389544346,241.41419927960106,308.4823054646927,0.284861114304639,0.07372521371166785,{'max_depth': 8},0.5318457494022839
Škofije (towards Koper),686-1,"['workday', 'weather', 'time_x', 'time_y']",gpr,2225.9010402124977,2661.994937452812,245.71248010650652,301.2685749059874,0.2753861363372492,0.08083859017688311,"{'alpha': 0.1, 'kernel': RBF(length_scale=0.1)}",0.5355363103445638
Škofije (towards Koper),686-1,"['workday', 'weather', 'time_x', 'time_y']",bayes,3416.133037727409,3547.5581683444325,229.91335462331614,210.32266902951994,-0.809822034602073,-0.9732018088940608,"{'alpha_init': 1e-05, 'lambda_init': 1.0}",0.34965805218529666
Škofije (towards Koper),686-1,"['workday', 'weather', 'time_x', 'time_y']",knn,2358.5268600812287,2859.4608084003507,252.9230769230769,314.3076923076923,0.25213869583854465,0.02555957608382675,"{'metric': 'euclidean', 'n_neighbors': 13, 'weights': 'distance'}",0.5199819525929608
Škofije (towards Koper),686-1,"['workday', 'weather', 'time_x', 'time_y']",elastic,3416.444181089627,3551.000384151747,229.77575735580024,210.14745006573457,-0.8369758810075256,-1.0045520202770262,"{'alpha': 0.01, 'l1_ratio': 0.7000000000000001}",0.3496885585687068
Škofije (towards Koper),686-1,"['workday', 'weather', 'time_x', 'time_y']",lasso,3416.221840568336,3547.7552580996576,230.01848246757373,210.24386088875758,-0.8080839658182966,-0.9704143788754003,{'alpha': 0.1},0.34962653782692465
Škofije (towards Koper),686-1,"['workday', 'weather', 'time_x', 'time_y']",ada,2233.23847107438,2735.488385542169,242.60000000000002,307.8,0.25521954245289113,0.013616878544593591,"{'base_estimator': KNeighborsRegressor(), 'learning_rate': 0.01, 'n_estimators': 200, 'random_state': 1}",0.529249861879658
Škofije (towards Koper),686-1,"['workday', 'weather', 'time_x', 'time_y']",bag,2217.2109351107324,2700.870471765038,242.99675963899512,307.34411776977186,0.2863137790991577,0.07706246096557312,"{'base_estimator': None, 'n_estimators': 200}",0.5298691274002866
Škofije (towards Koper),686-1,"['workday', 'weather', 'time_x', 'time_y']",gbr,2284.989023071561,2602.9632012127304,248.54348751820402,298.0223805006718,0.1661452269617003,-0.013428722973525042,"{'learning_rate': 0.1, 'n_estimators': 50}",0.536561356809899
Škofije (towards Koper),686-1,['9000001092-1'],krr,1518.459758297116,1572.108984795368,176.39764649567587,153.34699486589307,0.6011754696193601,0.6322770917538754,"{'alpha': 0.01, 'gamma': 0.001, 'kernel': 'rbf'}",0.7040860533590939
Škofije (towards Koper),686-1,['9000001092-1'],svr,1572.1906439657728,1638.9955207421633,181.26095918693017,163.62025711530453,0.5832428437890942,0.6206977512500707,"{'C': 1000.0, 'gamma': 0.001, 'kernel': 'rbf'}",0.6957170600173211
Škofije (towards Koper),686-1,['9000001092-1'],rfr,1492.4187058971647,1613.1987288075018,165.1328252224717,158.00139301977413,0.5937015767095526,0.5949653637187925,{'max_depth': 3},0.6935532700302777
Škofije (towards Koper),686-1,['9000001092-1'],gpr,1531.9930259083478,1522.4285789003595,178.04535865735625,154.07965308788334,0.5947979165250753,0.6321779893432287,"{'alpha': 0.1, 'kernel': RBF(length_scale=0.464)}",0.698069181786823
Škofije (towards Koper),686-1,['9000001092-1'],bayes,1599.9210098532792,1531.4767117929264,177.285831644814,153.29613881231091,0.5709003295961133,0.6171795772255002,"{'alpha_init': 1e-05, 'lambda_init': 10.0}",0.6980636700207141
